episode,MADDPG_reward,MADDPG_latency,MADDPG_energy,MADDPG_completion_rate,LLM_MADDPG_reward,LLM_MADDPG_latency,LLM_MADDPG_energy,LLM_MADDPG_completion_rate,LLM_only_reward,LLM_only_latency,LLM_only_energy,LLM_only_completion_rate
1277,0.2441,15.183387832294358,1.1357,0.6072,0.9011,15.972112173188135,1.1,0.9298,0.5406,7.0906,0.7608,0.7138
1278,0.1869,14.77771096976362,1.1253,0.5494,0.8526,15.426307611536854,1.1,0.9144,0.656,7.2263,0.8759,0.7526
1279,0.1814,14.378204504872127,1.073,0.5454,0.8072,14.787321448211998,1.073,0.8961,0.5133,7.2135,0.8267,0.6848
1280,0.1669,14.594540631345541,1.1025,0.5664,0.8649,12.438480005101319,1.1,0.9299,0.5727,7.3861,0.7944,0.7307
1281,0.1807,14.058396675950737,1.1272,0.5121,0.8682,14.111925598503221,1.1,0.9217,0.5905,7.0701,0.7966,0.7515
1282,0.1726,14.595619824675495,1.1599,0.5194,0.8721,14.921134804838822,1.1,0.9215,0.6528,7.0,0.8151,0.7329
1283,0.199,14.107101099126682,1.143,0.5589,0.9059,13.815759123173779,1.1,0.9282,0.6696,7.1261,0.8354,0.7707
1284,0.2069,14.276889273150497,1.135,0.522,0.911,15.642932145629741,1.1,0.9492,0.6281,7.2741,0.8378,0.7322
1285,0.1552,14.71992270663015,1.0471,0.4743,0.8391,13.91214112748968,1.0471,0.9213,0.665,7.3863,0.7675,0.7799
1286,0.1393,13.720834364869951,1.1148,0.4684,0.8388,15.921150899862338,1.1,0.9145,0.6338,7.0608,0.8357,0.7987
1287,0.1247,16.63145204177634,1.1167,0.4671,0.8203,14.170762781111888,1.1,0.9045,0.6637,7.3078,0.8758,0.767
1288,0.1955,16.757647326682054,1.1247,0.5163,0.8992,13.27041998971996,1.1,0.9536,0.6202,7.434,0.8121,0.7478
1289,0.1476,14.130316781347386,1.1547,0.4723,0.9336,13.964927531455984,1.1,0.977,0.5136,7.3714,0.8786,0.7204
1290,0.1166,13.891515631211217,1.1367,0.4279,0.8548,15.206102442309668,1.1,0.9314,0.5683,7.0613,0.7812,0.7581
1291,0.1934,12.898479179078736,1.1397,0.5476,0.8587,15.387953688859934,1.1,0.9359,0.6099,7.0825,0.7955,0.7488
1292,0.257,13.38663428530625,1.1169,0.6116,0.9362,14.839358461945752,1.1,0.9812,0.5596,7.3154,0.7845,0.7556
1293,0.1825,13.946316973562947,1.1409,0.4735,0.8935,15.956483777768087,1.1,0.9376,0.5465,7.5592,0.7952,0.686
1294,0.2083,12.795137957591246,1.1322,0.4945,0.8909,16.719074532703676,1.1,0.9654,0.5982,7.2364,0.8878,0.7867
1295,0.186,13.179648297818641,1.1252,0.4951,0.8183,16.400962144557354,1.1,0.8999,0.6587,7.1993,0.8132,0.7924
1296,0.181,14.527880375673703,1.15,0.4774,0.9029,14.433613352511788,1.1,0.9452,0.5059,7.0,0.8474,0.6753
1297,0.212,15.305870757683463,1.1083,0.5163,0.8311,15.186250667360628,1.1,0.8749,0.6308,7.1726,0.8568,0.7342
1298,0.1762,14.396369577857152,1.1397,0.5056,0.8223,15.75875367667624,1.1,0.9015,0.6229,7.1087,0.8237,0.7476
1299,0.1933,16.430584109713884,1.1458,0.529,0.8582,12.056424085390512,1.1,0.9053,0.6639,7.2587,0.7915,0.7878
1300,0.1954,15.050875509694919,1.1771,0.5087,0.848,14.052788677414217,1.1,0.945,0.6582,7.0,0.8159,0.812
1301,0.1661,14.057036887977517,1.1756,0.5368,0.8648,13.641010907973849,1.1,0.9478,0.6296,7.2027,0.8137,0.7588
1302,0.2163,11.643557737926937,1.1967,0.5054,0.8103,13.959836559299255,1.1,0.8942,0.5885,7.0769,0.8628,0.7481
1303,0.1817,15.232434182374737,1.1619,0.4946,0.9187,15.290370639533784,1.1,0.9513,0.5347,7.4784,0.8457,0.7453
1304,0.1646,12.682496914773521,1.192,0.5572,0.9267,15.225403984007436,1.1,0.9369,0.5927,7.1192,0.8828,0.736
1305,0.2038,13.084498256221794,1.1773,0.5284,0.7887,13.609544928136408,1.1,0.8792,0.6301,7.7815,0.8479,0.7768
1306,0.1611,14.781082682180756,1.1671,0.5083,0.9207,16.088638548786943,1.1,0.9697,0.6523,8.0908,0.792,0.789
1307,0.1893,14.199506736236723,1.1597,0.493,0.8406,15.120748305497292,1.1,0.9423,0.6343,8.015,0.8087,0.7517
1308,0.1885,13.970933407768978,1.1949,0.5178,0.9159,15.962579549274942,1.1,0.9559,0.5332,7.796,0.8455,0.7471
1309,0.2217,14.354415332786218,1.1668,0.5346,0.8746,15.404991352490859,1.1,0.9386,0.6019,7.5104,0.8112,0.738
1310,0.2037,13.78731029208476,1.1778,0.5249,0.8793,14.969076320677868,1.1,0.9414,0.5565,8.2103,0.7877,0.7354
1311,0.189,14.070197419721056,1.1654,0.5222,0.8699,14.614939286031493,1.1,0.9254,0.5016,7.4224,0.7734,0.704
1312,0.2146,16.559687510446558,1.2,0.5611,0.933,15.723703956557891,1.1,0.9711,0.534,7.0,0.8093,0.6899
1313,0.2321,13.130307014098099,1.1783,0.5078,0.8229,15.394403733164008,1.1,0.906,0.5192,7.6081,0.8285,0.6776
1314,0.2074,13.167179470566937,1.1609,0.5392,0.9063,14.238299534036791,1.1,0.9643,0.6433,8.4223,0.8493,0.828
1315,0.1913,15.92772276110072,1.1719,0.5211,0.9287,12.93310370070962,1.1,0.9632,0.5439,7.3597,0.8256,0.7318
1316,0.1519,14.654960123474073,1.1938,0.5085,0.9115,14.601508015406658,1.1,0.9291,0.5484,7.4946,0.8544,0.7602
1317,0.1596,15.145092557017213,1.1654,0.5201,0.9841,15.255841896047393,1.1,1.0,0.6632,7.5152,0.858,0.7996
1318,0.1827,14.701539670427245,1.1728,0.5044,0.8558,15.350391197424702,1.1,0.9301,0.5644,7.3119,0.8288,0.738
1319,0.1738,15.56613546954689,1.1913,0.4991,0.9228,14.529521546458358,1.1,0.9529,0.5016,7.4851,0.7874,0.7092
1320,0.1867,16.037223204778307,1.1812,0.5281,0.875,14.968810143550796,1.1,0.9367,0.5483,7.6218,0.8813,0.7575
1321,0.1943,13.621443841027919,1.1625,0.4963,0.9354,15.089692607571337,1.1,0.9506,0.5203,7.5136,0.8118,0.7113
1322,0.2087,15.92832985346826,1.1798,0.5214,0.8796,14.201602908816158,1.1,0.9205,0.5175,7.38,0.7967,0.7014
1323,0.1909,13.980813675121903,1.1753,0.5172,0.8625,13.52899665420793,1.1,0.9241,0.5132,7.498,0.7822,0.7264
1324,0.2078,13.899570631073518,1.1777,0.5508,0.9388,13.118145299160725,1.1,0.9748,0.6009,7.7139,0.7747,0.7215
1325,0.1953,13.874666331115503,1.1885,0.5205,0.8579,16.951537202643724,1.1,0.9362,0.5322,7.6088,0.8321,0.7267
1326,0.1343,15.019930161769361,1.18,0.4853,0.8164,13.246238592704788,1.1,0.8875,0.5614,7.224,0.8185,0.7547
1327,0.1656,15.592854156527522,1.176,0.4937,0.8567,13.962740738127017,1.1,0.9281,0.6465,7.5729,0.8288,0.7468
1328,0.1896,15.878980453520438,1.1754,0.5212,0.9078,15.031846778803176,1.1,0.9341,0.5721,7.5613,0.819,0.7623
1329,0.1578,13.16653119295257,1.19,0.4992,0.9425,14.908989766706934,1.1,0.9725,0.6557,7.7023,0.822,0.7413
1330,0.2122,15.447432574160509,1.1685,0.5111,0.8848,12.926564102989062,1.1,0.9389,0.5846,7.4904,0.8102,0.717
1331,0.2403,14.394150237111065,1.1511,0.5599,0.939,15.209279951499985,1.1,0.9723,0.5678,7.4189,0.8495,0.7408
1332,0.231,14.257038603681497,1.1744,0.5055,0.8184,14.872411251331332,1.1,0.8962,0.6276,7.9511,0.8233,0.817
1333,0.1882,14.454836873012429,1.1816,0.5154,0.8595,15.731896335718261,1.1,0.9525,0.5124,7.3734,0.8066,0.6747
1334,0.2394,15.249399173793966,1.1721,0.5882,0.8663,14.842443001687732,1.1,0.9679,0.5152,7.7605,0.8789,0.7093
1335,0.1993,13.950746798758665,1.1708,0.4835,0.8739,14.156434320031853,1.1,0.9324,0.6108,7.5557,0.7969,0.7384
1336,0.1848,15.659036332052189,1.1727,0.4865,0.8827,15.11781767438234,1.1,0.9281,0.5828,7.5056,0.8442,0.7532
1337,0.1766,14.477385008324479,1.1768,0.5359,0.9097,12.892627549498945,1.1,0.9349,0.6344,7.786,0.8321,0.7813
1338,0.186,13.980881950500777,1.1615,0.5319,0.8584,14.687980976696158,1.1,0.9059,0.6558,7.749,0.7928,0.7543
1339,0.1834,16.642495218411643,1.185,0.4854,0.8844,13.821685803575393,1.1,0.9602,0.566,7.3991,0.8765,0.7413
1340,0.2002,13.54853798227377,1.1451,0.4902,0.8759,15.268183599121802,1.1,0.9287,0.6014,7.7889,0.8151,0.7691
1341,0.2,13.617023827028062,1.1836,0.464,0.836,13.374156891619734,1.1,0.8936,0.5851,7.9739,0.859,0.7847
1342,0.1953,16.292455494949497,1.1809,0.4723,0.8722,12.320518742586902,1.1,0.915,0.6669,7.6456,0.819,0.778
1343,0.2083,11.99516885154153,1.1831,0.5195,0.8706,15.389028792559271,1.1,0.9126,0.6413,7.6299,0.8349,0.8156
1344,0.2309,13.571455232110312,1.154,0.5681,0.8693,14.403091522661233,1.1,0.9575,0.655,7.7956,0.879,0.7644
1345,0.2237,15.321008759996866,1.1806,0.5607,0.8778,14.134207141651844,1.1,0.9644,0.5432,7.6581,0.8404,0.7372
1346,0.1506,12.145423838928563,1.1706,0.5101,0.8794,13.297475601461796,1.1,0.9355,0.6313,7.529,0.8049,0.7441
1347,0.1186,15.41140996656079,1.1963,0.4357,0.8562,13.731621393736827,1.1,0.9216,0.5451,8.0598,0.8362,0.7348
1348,0.2232,13.187782478363527,1.1814,0.5687,0.9325,14.903017336052212,1.1,0.9282,0.5355,8.1353,0.8569,0.6635
1349,0.1541,15.029524392814526,1.163,0.5082,0.8222,12.919049255218525,1.1,0.8851,0.6605,7.6049,0.8349,0.7865
1350,0.1883,14.711557809844843,1.1568,0.4763,0.842,14.758066768717763,1.1,0.9045,0.5033,7.7275,0.8502,0.7448
1351,0.1599,12.063991293619349,1.1697,0.465,0.995,14.799573297645615,1.1,1.0,0.6641,7.1915,0.8631,0.7735
1352,0.1408,15.137134721436583,1.1868,0.5047,0.8268,15.447465922031029,1.1,0.9561,0.5254,7.4477,0.7772,0.7366
1353,0.2111,12.98859778352685,1.1909,0.5485,0.8121,12.74283015696761,1.1,0.9193,0.6393,7.7088,0.8751,0.7546
1354,0.2175,13.75602176342451,1.1793,0.5206,0.9056,15.503521968523454,1.1,0.9497,0.5469,7.2944,0.8664,0.7621
1355,0.1773,14.70530524814558,1.1781,0.494,0.7786,14.750853978911843,1.1,0.8919,0.5596,7.7287,0.8111,0.7076
1356,0.1168,12.42760921513415,1.1731,0.4822,0.861,13.850781216261645,1.1,0.9323,0.5368,7.4786,0.8163,0.7201
1357,0.178,15.007979359144997,1.1768,0.5113,0.9677,15.567312494176564,1.1,0.9776,0.5995,7.4129,0.7746,0.7386
1358,0.206,12.393739542965912,1.1917,0.5389,0.801,15.116123551096674,1.1,0.8974,0.5592,7.4799,0.7793,0.7501
1359,0.1498,15.368826373907725,1.1729,0.454,0.7808,14.284547818969944,1.1,0.8591,0.6118,7.9277,0.878,0.744
1360,0.1995,14.213417263472822,1.185,0.5193,0.802,14.876423942917858,1.1,0.8874,0.5027,7.7013,0.7997,0.6956
1361,0.1934,14.426751361241653,1.1708,0.525,0.9094,14.499678372534518,1.1,0.9471,0.5109,7.4529,0.7979,0.6466
1362,0.211,14.380058492086151,1.1893,0.5315,0.919,13.570482052690574,1.1,0.9392,0.5169,7.7904,0.8051,0.7131
1363,0.1971,13.535335231386938,1.184,0.5191,0.8447,14.426531795748883,1.1,0.9258,0.5712,7.7965,0.7639,0.7411
1364,0.1641,16.40646772338115,1.1888,0.4799,0.898,15.029479764888336,1.1,0.9584,0.6385,7.5479,0.8255,0.7605
1365,0.229,13.959395929140559,1.1997,0.5458,0.9292,15.346207612636176,1.1,0.9877,0.651,7.8149,0.8484,0.7286
1366,0.1882,14.295655294579555,1.1461,0.4687,0.9465,13.541906940881677,1.1,0.9654,0.5416,7.8351,0.8504,0.7079
1367,0.1919,12.938730354393671,1.1861,0.521,0.8543,14.048445117750871,1.1,0.8928,0.5976,7.798,0.7794,0.7593
1368,0.1645,12.399851106413943,1.1827,0.5354,0.7612,16.4473092554242,1.1,0.9091,0.6306,7.4889,0.8557,0.7284
1369,0.179,13.368662161565991,1.1825,0.5127,0.8272,14.686511097240832,1.1,0.8956,0.5491,7.395,0.8821,0.6669
1370,0.1655,14.051290531045492,1.18,0.4763,0.8443,16.63219030091068,1.1,0.9588,0.5695,7.2889,0.8205,0.7555
1371,0.1866,13.963318002516932,1.18,0.5038,0.8513,13.556025781215078,1.1,0.953,0.5891,7.4929,0.7996,0.7443
1372,0.2429,14.650988512156292,1.1811,0.5252,0.8538,13.849217682293311,1.1,0.9205,0.5229,7.5552,0.7984,0.7454
1373,0.1501,14.33048102538118,1.188,0.4951,0.912,15.401401526465609,1.1,0.9502,0.5044,7.5712,0.8049,0.6954
1374,0.1426,14.066087595968124,1.187,0.4862,0.9183,15.95602022734031,1.1,0.9368,0.526,7.6145,0.8419,0.7011
1375,0.2349,15.593617528613587,1.1768,0.5175,0.8526,14.231020173226105,1.1,0.8845,0.6066,7.9598,0.8594,0.7091
1376,0.1842,14.133191013628352,1.1748,0.5375,0.9091,14.753748769605867,1.1,0.9638,0.5125,7.5517,0.8174,0.7573
1377,0.1701,14.471972899848751,1.1773,0.4942,0.8751,14.82337749989458,1.1,0.9343,0.5322,8.3428,0.8112,0.717
1378,0.2211,12.132291872368464,1.1721,0.5434,0.8612,13.876753591307068,1.1,0.9506,0.5574,7.2449,0.807,0.7151
1379,0.1714,13.746908913318894,1.1985,0.5417,0.8984,16.329835784011163,1.1,0.9719,0.5132,8.0547,0.7737,0.6889
1380,0.2441,15.272634586724013,1.1618,0.5157,0.8602,13.99691580168728,1.1,0.8976,0.5326,7.34,0.8683,0.7672
1381,0.2093,14.616058066718761,1.1861,0.5648,0.9489,14.309748458323929,1.1,0.9752,0.6549,7.4453,0.8433,0.7811
1382,0.174,13.604370518922861,1.186,0.4891,0.7909,12.773239229447574,1.1,0.9336,0.5033,7.7365,0.8214,0.7254
1383,0.253,15.816191124966103,1.1707,0.585,0.8318,14.844226579339042,1.1,0.8974,0.6111,7.6311,0.7969,0.7647
1384,0.1698,15.322644721110379,1.1806,0.5318,0.8486,14.740948559587697,1.1,0.9448,0.5653,7.91,0.8792,0.7628
1385,0.2099,14.615476268633175,1.1923,0.5103,0.8734,15.737291338401274,1.1,0.9428,0.6144,7.7153,0.8169,0.7562
1386,0.1963,12.287835201868113,1.1731,0.515,0.91,15.105891940523668,1.1,0.96,0.6001,7.551,0.8401,0.7515
1387,0.226,13.755718875672915,1.1928,0.4887,0.8512,15.04393811501715,1.1,0.9241,0.538,7.7766,0.7744,0.7147
1388,0.2335,15.065287978098517,1.1905,0.5316,0.7876,17.078465301956655,1.1,0.8707,0.644,7.7835,0.8112,0.7994
1389,0.1872,12.846769596196893,1.1686,0.4875,0.8888,14.797357102725858,1.1,0.915,0.5836,7.4191,0.8341,0.7549
1390,0.1633,13.068568355017744,1.1638,0.4795,0.8842,14.293168359804053,1.1,0.9302,0.6398,8.5,0.8243,0.809
1391,0.1993,12.981510346290142,1.1791,0.5212,0.7622,14.55279120225755,1.1,0.8604,0.569,7.4952,0.8009,0.7311
1392,0.1648,13.698785486551357,1.1622,0.5095,0.8488,14.311818599176869,1.1,0.9332,0.6674,7.5024,0.808,0.7628
1393,0.2452,15.154227805027878,1.1422,0.5313,0.7767,15.52013199361041,1.1,0.9257,0.631,7.5484,0.8263,0.7806
1394,0.1885,14.06371543010867,1.1712,0.514,0.8177,16.280296252101145,1.1,0.9357,0.6642,7.4332,0.8584,0.7887
1395,0.1731,13.952358110165498,1.2,0.4917,0.8063,14.366572817708557,1.1,0.8938,0.5874,7.4228,0.7971,0.7301
1396,0.1892,15.041432496186541,1.1717,0.5247,0.8827,13.194500350405582,1.1,0.9621,0.5805,7.6999,0.8214,0.7138
1397,0.1428,14.252142719119423,1.1816,0.4799,0.8509,13.294778287529224,1.1,0.9405,0.6284,7.1847,0.8124,0.7727
1398,0.1537,14.64218812490303,1.1855,0.4648,0.7872,14.945452916933853,1.1,0.8974,0.6496,7.2683,0.8628,0.7261
1399,0.2184,14.083968027161257,1.1766,0.5131,0.884,15.016229731028725,1.1,0.9723,0.6639,7.6062,0.7962,0.7755
1400,0.1623,13.361029837063073,1.1731,0.4906,0.7793,14.156534411698775,1.1,0.8566,0.5552,7.4594,0.8048,0.75
1401,0.1502,13.818372188301078,1.1918,0.506,0.8581,13.701330264097301,1.1,0.9167,0.6358,7.656,0.7968,0.7684
1402,0.1973,13.313454765090558,1.1776,0.5563,0.806,14.27089306983025,1.1,0.9171,0.5358,7.531,0.7671,0.692
1403,0.2164,15.639810204936873,1.176,0.5138,0.8256,13.854165596473266,1.1,0.9183,0.5927,7.1785,0.8403,0.7442
1404,0.202,14.33753992653193,1.1867,0.4773,0.8641,14.606913799206602,1.1,0.92,0.5306,7.4555,0.8143,0.7087
1405,0.2099,12.737311080173535,1.1647,0.5572,0.8643,14.589972511462605,1.1,0.9073,0.5591,7.5383,0.8622,0.7898
1406,0.1568,13.430525693391756,1.1619,0.5082,0.9005,16.597859110562496,1.1,0.923,0.6583,7.4596,0.8341,0.8277
1407,0.1365,15.458817828601791,1.1576,0.4891,0.836,14.020661749594193,1.1,0.9153,0.5248,7.3236,0.7633,0.7233
1408,0.2238,14.751773419906513,1.1839,0.5011,0.853,16.071881176904807,1.1,0.9391,0.6075,7.3453,0.8091,0.7653
1409,0.1686,15.175491816870599,1.1751,0.4993,0.819,13.975830935392372,1.1,0.9328,0.6008,7.2798,0.8592,0.7288
1410,0.1703,13.062900609280447,1.187,0.5198,0.8463,13.921016479871646,1.1,0.9042,0.5205,7.1258,0.851,0.6867
1411,0.2173,13.804335278921737,1.1777,0.495,0.8574,14.84584403992564,1.1,0.9235,0.5554,7.0858,0.8418,0.7266
1412,0.1937,16.150068399462096,1.1606,0.5392,0.8327,13.527276705792694,1.1,0.8992,0.5957,7.4432,0.876,0.7527
1413,0.1903,15.82046177562356,1.1728,0.5245,0.7555,14.072770249469881,1.1,0.8855,0.5318,7.1882,0.7835,0.7247
1414,0.2411,14.602327328555852,1.1879,0.5753,0.8511,14.35402680307788,1.1,0.936,0.6361,7.4581,0.7799,0.748
1415,0.1564,15.312449823240978,1.1739,0.5138,0.8521,13.973981074095466,1.1,0.9101,0.6653,7.2119,0.8382,0.7953
1416,0.2031,15.38955466176652,1.1913,0.4666,0.8046,14.41612183751337,1.1,0.8781,0.5365,7.072,0.8291,0.6868
1417,0.1766,14.374430905003944,1.1717,0.4809,0.777,14.750446008236683,1.1,0.9201,0.5318,7.2444,0.7841,0.7066
1418,0.1825,12.388833040180323,1.1857,0.5265,0.9008,15.126750760418778,1.1,0.9511,0.5773,7.7312,0.8025,0.7478
1419,0.2199,14.399148814343887,1.1557,0.5013,0.8561,14.105584029536598,1.1,0.9298,0.6271,7.2792,0.8749,0.7159
1420,0.1888,14.47058937233573,1.1744,0.4939,0.8233,15.727816423445065,1.1,0.8901,0.5479,7.4264,0.8666,0.7042
1421,0.1893,15.673475763391577,1.1725,0.5095,0.7821,14.36442957173118,1.1,0.888,0.5034,7.3264,0.7728,0.7002
1422,0.2049,16.39610654816277,1.1603,0.5104,0.7959,14.271881425565851,1.1,0.8853,0.592,7.0,0.7914,0.7437
1423,0.1614,13.197666894054855,1.1904,0.4469,0.8911,14.107280739742981,1.1,0.9349,0.6626,7.5488,0.8565,0.7564
1424,0.1467,13.605743042592218,1.1694,0.4991,0.8384,15.735795429784254,1.1,0.9019,0.5665,7.2102,0.8131,0.7071
1425,0.1401,13.354489586486674,1.1682,0.4785,0.8071,16.298686580790893,1.1,0.9241,0.5714,7.0,0.8359,0.7425
1426,0.1121,13.182094577256438,1.1927,0.4733,0.8545,14.214077860677934,1.1,0.9144,0.6647,7.1302,0.8014,0.7485
1427,0.2323,14.990458171596124,1.179,0.5343,0.7946,12.987768201617342,1.1,0.9127,0.6181,7.1876,0.857,0.7462
1428,0.1371,15.030593430868432,1.1865,0.4254,0.8986,13.94934917516255,1.1,0.9272,0.6223,7.3699,0.8151,0.769
1429,0.1632,11.543654059225938,1.1567,0.4817,0.8916,16.006104501695656,1.1,0.9709,0.5957,7.0783,0.8656,0.7421
1430,0.1611,13.986881437690785,1.1675,0.4737,0.8095,16.041499863252046,1.1,0.9075,0.6657,7.7234,0.7931,0.7783
1431,0.1782,13.42952479785625,1.2,0.5077,0.802,13.961830169812275,1.1,0.9129,0.6171,7.0087,0.844,0.7754
1432,0.1931,13.198274078286772,1.1873,0.5324,0.7123,13.36077305210728,1.1,0.8257,0.6522,7.3072,0.8491,0.7549
1433,0.194,13.145397195128762,1.1642,0.5066,0.7633,14.439075522807718,1.1,0.893,0.6189,7.0,0.829,0.7427
1434,0.1503,15.243686765555928,1.1798,0.5059,0.7695,13.584869487576547,1.1,0.924,0.625,7.1475,0.8124,0.7632
1435,0.1624,15.40455992169069,1.1651,0.5318,0.8357,16.361016495639735,1.1,0.9208,0.5494,7.2459,0.8288,0.7092
1436,0.1755,14.345337611267405,1.1938,0.52,0.8148,13.835588158916023,1.1,0.9533,0.5516,7.0,0.7909,0.7206
1437,0.1592,15.589693428129516,1.1499,0.5423,0.7688,16.963527165644823,1.1,0.8519,0.6331,7.4497,0.8442,0.748
1438,0.2145,11.971679979405794,1.1804,0.4993,0.8166,13.324102859949118,1.1,0.8908,0.5504,7.2382,0.7797,0.7134
1439,0.1806,13.873907220047409,1.1802,0.5351,0.852,13.97371825718149,1.1,0.9335,0.5957,7.0766,0.8643,0.763
1440,0.1876,13.207807595413133,1.1637,0.5006,0.8529,13.843429628327922,1.1,0.909,0.5424,7.2237,0.8501,0.706
1441,0.1851,13.848676868492038,1.1738,0.5189,0.7436,14.738658340054004,1.1,0.9106,0.6389,7.0045,0.7973,0.785
1442,0.2,13.659506749841817,1.1816,0.4822,0.8233,13.87890622258177,1.1,0.8924,0.5188,7.3794,0.8119,0.7283
1443,0.1699,12.515320148405202,1.1558,0.5497,0.7669,13.751496353601265,1.1,0.8968,0.641,7.3142,0.8754,0.7466
1444,0.1252,14.496944608447109,1.1617,0.4572,0.8697,15.38635386388713,1.1,0.9222,0.6025,7.1841,0.7768,0.7689
1445,0.1758,14.942772067241801,1.1752,0.5265,0.8645,15.279949430763963,1.1,0.8969,0.5318,7.2335,0.8382,0.6816
1446,0.1439,14.00010821967592,1.1671,0.5315,0.7888,16.44895219229339,1.1,0.8918,0.5921,7.0,0.8066,0.6952
1447,0.1472,14.002082838410779,1.1715,0.4874,0.7948,13.363333598501745,1.1,0.8911,0.548,7.3929,0.8714,0.7493
1448,0.1804,13.148729156332404,1.1769,0.5398,0.8086,14.034592276300474,1.1,0.9115,0.555,7.0744,0.8472,0.73
1449,0.1996,14.736698381542055,1.1662,0.4886,0.7281,12.5830715000718,1.1,0.8792,0.5598,7.2944,0.8574,0.7248
1450,0.1628,15.732150862132139,1.1768,0.5199,0.8448,14.437968094518844,1.1,0.9092,0.5108,7.2401,0.861,0.7123
1451,0.1711,13.974888066928427,1.1807,0.5064,0.8175,14.469296675623701,1.1,0.9242,0.6676,7.2726,0.8324,0.7589
1452,0.2126,15.066716388209436,1.1864,0.5221,0.8736,12.903222529143711,1.1,0.9376,0.5054,7.0,0.7906,0.6979
1453,0.1685,14.626922339208544,1.1621,0.4853,0.7807,15.577353413469831,1.1,0.8751,0.6126,7.0,0.7956,0.7766
1454,0.239,13.699335979872881,1.1696,0.5077,0.8025,16.14465023000038,1.1,0.8888,0.5631,7.5208,0.7854,0.7732
1455,0.1776,13.93759960416735,1.1842,0.51,0.7628,13.023011980588306,1.1,0.8818,0.6098,7.0,0.7752,0.7563
1456,0.1076,14.215707881923123,1.1593,0.4542,0.7856,13.741235223237098,1.1,0.9009,0.5606,7.0,0.8215,0.7564
1457,0.1827,14.150683050036259,1.1784,0.5254,0.7779,15.491898265198563,1.1,0.8868,0.6145,7.0671,0.8651,0.7421
1458,0.1713,14.174554387032947,1.1774,0.5101,0.8762,14.525300091702446,1.1,0.9338,0.624,7.0645,0.7638,0.7854
1459,0.1983,14.023718064615588,1.1461,0.5272,0.8002,13.385405737630766,1.1,0.8861,0.6174,7.0,0.7941,0.7571
1460,0.1796,13.816695770497391,1.1712,0.5234,0.8375,13.842600335955764,1.1,0.9199,0.5194,7.1861,0.8366,0.7104
1461,0.155,14.10758531020267,1.1811,0.4667,0.8152,14.639112675906219,1.1,0.9116,0.6117,7.2329,0.8685,0.7519
1462,0.1222,15.735637680935051,1.1746,0.436,0.7755,14.474666757636607,1.1,0.9226,0.5476,7.0544,0.8109,0.6981
1463,0.1524,13.750152382349473,1.1714,0.4676,0.8254,14.942132734549904,1.1,0.8953,0.5049,7.008,0.7876,0.6805
1464,0.133,14.296801683435625,1.179,0.4722,0.8603,13.730206100143615,1.1,0.9532,0.5705,7.0504,0.8157,0.7411
1465,0.1409,16.236236959022655,1.189,0.4606,0.7794,15.693184969755379,1.1,0.9029,0.5737,7.0,0.7861,0.7158
1466,0.1757,12.444172105968974,1.1835,0.4743,0.8706,13.642072582074126,1.1,0.9328,0.5794,7.0,0.8363,0.7515
1467,0.208,11.947073018403174,1.168,0.4867,0.7964,16.133437988005085,1.1,0.9321,0.6198,7.1109,0.853,0.7304
1468,0.1696,14.265642310045088,1.1596,0.4976,0.8133,14.926212655909067,1.1,0.9046,0.5525,7.2114,0.8504,0.7025
1469,0.1217,14.802615659192274,1.1833,0.4667,0.8594,14.185533520722014,1.1,0.9343,0.5536,7.0285,0.8797,0.7345
1470,0.1707,14.164181923838601,1.163,0.502,0.8062,14.39194644309276,1.1,0.8963,0.5103,7.0,0.8631,0.7204
1471,0.1931,12.874165147588732,1.1708,0.5355,0.8382,14.629123750656728,1.1,0.931,0.6168,7.0,0.8444,0.7923
1472,0.1388,14.028756887522414,1.1795,0.4833,0.8229,13.646050981289969,1.1,0.9114,0.5965,7.241,0.7767,0.739
1473,0.1529,13.402561385616549,1.1909,0.5051,0.8434,13.008734340517718,1.1,0.9054,0.5594,7.0,0.7935,0.7494
1474,0.1573,14.959823740635029,1.1925,0.5098,0.731,14.99478568488688,1.1,0.8726,0.6199,7.2012,0.8067,0.7517
1475,0.1332,14.798412091577172,1.1778,0.4493,0.7563,14.398354108534722,1.1,0.9067,0.5914,7.0,0.8719,0.7841
1476,0.1761,14.27265260214443,1.171,0.5563,0.8669,15.615806780046675,1.1,0.9225,0.5798,7.0679,0.8117,0.7184
1477,0.1529,13.923296400366265,1.1627,0.4705,0.8865,11.29872745702817,1.1,0.9589,0.5869,7.0,0.8704,0.7399
1478,0.169,14.663194204537664,1.2,0.4986,0.7994,14.68596006734806,1.1,0.8888,0.6082,7.0,0.7901,0.7346
1479,0.1297,12.433537923938443,1.1736,0.4628,0.83,15.225269686775867,1.1,0.9221,0.6122,7.3656,0.7975,0.7722
1480,0.1432,14.432607611366626,1.1852,0.4828,0.8549,15.18834778580127,1.1,0.9372,0.5491,7.2521,0.853,0.7392
1481,0.1779,14.485285071559243,1.1795,0.5383,0.8734,14.991453025513502,1.1,0.9591,0.5239,7.2245,0.8834,0.7465
1482,0.145,14.459445299022669,1.1711,0.515,0.7517,15.332811371385011,1.1,0.8612,0.5266,7.2814,0.8092,0.7456
1483,0.2079,13.761088861421767,1.1706,0.5132,0.8037,14.19389167271648,1.1,0.898,0.6087,7.1966,0.7479,0.7509
